BatchId,LocationId,StoreNumber,CurrentNamePresence,CurrentName,ProposedName,CurrentTypePresence,CurrentType,ProposedType,CurrentApplicabilityPresence,CurrentApplicabilitySaved,CurrentApplicabilityEffective,ProposedApplicability,CurrentRegionIdPresence,CurrentRegionId,ProposedRegionId,CurrentDistrictIdPresence,CurrentDistrictId,ProposedDistrictId,CurrentVersionPresent,CurrentVersion,EffectiveConcurrencyVersion,UpdatedAt,CurrentLegacyDistrictPresence,CurrentLegacyDistrict,ProposedLegacyDistrict,ChangedFields,ApprovalBasis,PreservationNotes
"B1","loc-120","120","true","Lloyd Center","Lloyd Center","true","Enclosed Mall","Enclosed Mall","false","","Applicable","Applicable","false","","region-west","false","","03","false","","0","2026-09-08T07:13:14.770Z","true","Northern California, Nevada, Northwest & Texas","Northern California, Nevada, Northwest & Texas","hierarchyApplicability;regionId;districtId","Approved District 03 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B1","loc-131","131","true","Town Square Mall","Town Square Mall","true","Strip Center / Shopping Center","Strip Center / Shopping Center","false","","Applicable","Applicable","false","","region-west","false","","03","true","1","1","2026-09-13T02:21:28.233Z","true","Northern California, Nevada, Northwest & Texas","Northern California, Nevada, Northwest & Texas","hierarchyApplicability;regionId;districtId","Approved District 03 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B1","loc-133","133","true","Washington Square","Washington Square","true","Enclosed Mall","Enclosed Mall","false","","Applicable","Applicable","false","","region-west","false","","03","false","","0","2026-09-08T07:13:14.770Z","true","Northern California, Nevada, Northwest & Texas","Northern California, Nevada, Northwest & Texas","hierarchyApplicability;regionId;districtId","Approved District 03 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B1","loc-14","14","true","Fashion Fair","Fashion Fair","true","Enclosed Mall","Enclosed Mall","false","","Applicable","Applicable","false","","region-west","false","","01","false","","0","2026-09-08T07:13:14.769Z","true","Central & Southern California","Central & Southern California","hierarchyApplicability;regionId;districtId","Approved District 01 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B1","loc-143","143","true","Southbay Pavilion","Southbay Pavilion","true","Enclosed Mall","Enclosed Mall","false","","Applicable","Applicable","false","","region-west","false","","02","false","","0","2026-09-08T07:13:14.770Z","true","Inland Empire, San Diego & LA South","Inland Empire, San Diego & LA South","hierarchyApplicability;regionId;districtId","Approved District 02 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B1","loc-146","146","true","Montebello Town Center","Montebello Town Center","true","Enclosed Mall","Enclosed Mall","false","","Applicable","Applicable","false","","region-west","false","","02","false","","0","2026-09-08T07:13:14.770Z","true","Inland Empire, San Diego & LA South","Inland Empire, San Diego & LA South","hierarchyApplicability;regionId;districtId","Approved District 02 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B1","loc-15","15","true","Somersville Towne Center","Somersville Towne Center","true","Enclosed Mall","Enclosed Mall","false","","Applicable","Applicable","false","","region-west","false","","03","false","","0","2026-09-08T07:13:14.769Z","true","Northern California, Nevada, Northwest & Texas","Northern California, Nevada, Northwest & Texas","hierarchyApplicability;regionId;districtId","Approved District 03 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B1","loc-150","150","true","Broadway LA","Broadway LA","true","Street / Standalone Location","Street / Standalone Location","true","Applicable","Applicable","Applicable","true","region-west","region-west","true","DIS-01","02","true","5","5","2026-09-13T00:02:04.064Z","true","Inland Empire, San Diego & LA South","Inland Empire, San Diego & LA South","districtId","Approved District 02 roster; Store 150 approved replacement of invalid DIS-01","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B1","loc-17","17","true","Valley Fair","Valley Fair","true","Enclosed Mall","Enclosed Mall","false","","Applicable","Applicable","false","","region-west","false","","01","false","","0","2026-09-08T07:13:14.769Z","true","Central & Southern California","Central & Southern California","hierarchyApplicability;regionId;districtId","Approved District 01 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B1","loc-19","19","true","Santa Rosa Plaza","Santa Rosa Plaza","true","Enclosed Mall","Enclosed Mall","false","","Applicable","Applicable","false","","region-west","false","","03","false","","0","2026-09-08T07:13:14.769Z","true","Northern California, Nevada, Northwest & Texas","Northern California, Nevada, Northwest & Texas","hierarchyApplicability;regionId;districtId","Approved District 03 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B1","loc-21","21","true","WFS Culver City Mall","WFS Culver City Mall","true","Enclosed Mall","Enclosed Mall","false","","Applicable","Applicable","false","","region-west","false","","01","false","","0","2026-09-08T07:13:14.769Z","true","Central & Southern California","Central & Southern California","hierarchyApplicability;regionId;districtId","Approved District 01 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B1","loc-23","23","true","Sunvalley Mall","Sunvalley Mall","true","Enclosed Mall","Enclosed Mall","false","","Applicable","Applicable","false","","region-west","false","","03","false","","0","2026-09-08T07:13:14.769Z","true","Northern California, Nevada, Northwest & Texas","Northern California, Nevada, Northwest & Texas","hierarchyApplicability;regionId;districtId","Approved District 03 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B1","loc-25","25","true","Northridge Mall","Northridge Mall","true","Enclosed Mall","Enclosed Mall","false","","Applicable","Applicable","false","","region-west","false","","03","false","","0","2026-09-08T07:13:14.769Z","true","Northern California, Nevada, Northwest & Texas","Northern California, Nevada, Northwest & Texas","hierarchyApplicability;regionId;districtId","Approved District 03 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B1","loc-29","29","true","Moreno Valley Mall","Moreno Valley Mall","true","Enclosed Mall","Enclosed Mall","false","","Applicable","Applicable","false","","region-west","false","","02","false","","0","2026-09-08T07:13:14.769Z","true","Inland Empire, San Diego & LA South","Inland Empire, San Diego & LA South","hierarchyApplicability;regionId;districtId","Approved District 02 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B1","loc-32","32","true","Visalia Mall","Visalia Mall","true","Enclosed Mall","Enclosed Mall","false","","Applicable","Applicable","false","","region-west","false","","01","false","","0","2026-09-08T07:13:14.769Z","true","Central & Southern California","Central & Southern California","hierarchyApplicability;regionId;districtId","Approved District 01 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B1","loc-33","33","true","Baldwin Hills Crenshaw Plaza","Baldwin Hills Crenshaw Plaza","true","Enclosed Mall","Enclosed Mall","false","","Applicable","Applicable","false","","region-west","false","","01","false","","0","2026-09-08T07:13:14.769Z","true","Central & Southern California","Central & Southern California","hierarchyApplicability;regionId;districtId","Approved District 01 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B1","loc-34","34","true","Chula Vista Center","Chula Vista Center","true","Enclosed Mall","Enclosed Mall","false","","Applicable","Applicable","false","","region-west","false","","02","false","","0","2026-09-08T07:13:14.769Z","true","Inland Empire, San Diego & LA South","Inland Empire, San Diego & LA South","hierarchyApplicability;regionId;districtId","Approved District 02 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B1","loc-35","35","true","Plaza Bonita","Plaza Bonita","true","Enclosed Mall","Enclosed Mall","false","","Applicable","Applicable","false","","region-west","false","","02","false","","0","2026-09-08T07:13:14.769Z","true","Inland Empire, San Diego & LA South","Inland Empire, San Diego & LA South","hierarchyApplicability;regionId;districtId","Approved District 02 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B1","loc-36","36","true","Arden Fair","Arden Fair","true","Enclosed Mall","Enclosed Mall","false","","Applicable","Applicable","false","","region-west","false","","01","false","","0","2026-09-08T07:13:14.769Z","true","Central & Southern California","Central & Southern California","hierarchyApplicability;regionId;districtId","Approved District 01 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B1","loc-37","37","true","Hanford Mall","Hanford Mall","true","Enclosed Mall","Enclosed Mall","false","","Applicable","Applicable","false","","region-west","false","","01","false","","0","2026-09-08T07:13:14.769Z","true","Central & Southern California","Central & Southern California","hierarchyApplicability;regionId;districtId","Approved District 01 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B1","loc-38","38","true","USC Village","USC Village","true","Strip Center / Shopping Center","Strip Center / Shopping Center","false","","Applicable","Applicable","false","","region-west","false","","01","false","","0","2026-09-08T07:13:14.769Z","true","Central & Southern California","Central & Southern California","hierarchyApplicability;regionId;districtId","Approved District 01 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B1","loc-42","42","true","Mission St.","Mission St.","true","Street / Standalone Location","Street / Standalone Location","false","","Applicable","Applicable","false","","region-west","false","","03","false","","0","2026-09-08T07:13:14.769Z","true","Northern California, Nevada, Northwest & Texas","Northern California, Nevada, Northwest & Texas","hierarchyApplicability;regionId;districtId","Approved District 03 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B1","loc-47","47","true","Stoneridge Shopping Center","Stoneridge Shopping Center","true","Enclosed Mall","Enclosed Mall","false","","Applicable","Applicable","false","","region-west","false","","03","false","","0","2026-09-08T07:13:14.769Z","true","Northern California, Nevada, Northwest & Texas","Northern California, Nevada, Northwest & Texas","hierarchyApplicability;regionId;districtId","Approved District 03 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B1","loc-48","48","true","Inland Center","Inland Center","true","Enclosed Mall","Enclosed Mall","false","","Applicable","Applicable","false","","region-west","false","","02","false","","0","2026-09-08T07:13:14.769Z","true","Inland Empire, San Diego & LA South","Inland Empire, San Diego & LA South","hierarchyApplicability;regionId;districtId","Approved District 02 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B1","loc-51","51","true","Fashion Show","Fashion Show","true","Enclosed Mall","Enclosed Mall","false","","Applicable","Applicable","false","","region-west","false","","03","false","","0","2026-09-08T07:13:14.769Z","true","Northern California, Nevada, Northwest & Texas","Northern California, Nevada, Northwest & Texas","hierarchyApplicability;regionId;districtId","Approved District 03 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B1","loc-52","52","true","Galleria at Tyler","Galleria at Tyler","true","Enclosed Mall","Enclosed Mall","false","","Applicable","Applicable","false","","region-west","false","","02","false","","0","2026-09-08T07:13:14.769Z","true","Inland Empire, San Diego & LA South","Inland Empire, San Diego & LA South","hierarchyApplicability;regionId;districtId","Approved District 02 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B1","loc-53","53","true","The Galleria at South Bay","The Galleria at South Bay","true","Enclosed Mall","Enclosed Mall","false","","Applicable","Applicable","false","","region-west","false","","01","false","","0","2026-09-08T07:13:14.769Z","true","Central & Southern California","Central & Southern California","hierarchyApplicability;regionId;districtId","Approved District 01 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B1","loc-57","57","true","Antelope Valley Mall","Antelope Valley Mall","true","Enclosed Mall","Enclosed Mall","false","","Applicable","Applicable","false","","region-west","false","","01","false","","0","2026-09-08T07:13:14.769Z","true","Central & Southern California","Central & Southern California","hierarchyApplicability;regionId;districtId","Approved District 01 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B1","loc-59","59","true","Northridge Fashion Center","Northridge Fashion Center","true","Enclosed Mall","Enclosed Mall","false","","Applicable","Applicable","false","","region-west","false","","01","false","","0","2026-09-08T07:13:14.769Z","true","Central & Southern California","Central & Southern California","hierarchyApplicability;regionId;districtId","Approved District 01 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B1","loc-61","61","true","Meadows Mall","Meadows Mall","true","Enclosed Mall","Enclosed Mall","false","","Applicable","Applicable","false","","region-west","false","","03","false","","0","2026-09-08T07:13:14.769Z","true","Northern California, Nevada, Northwest & Texas","Northern California, Nevada, Northwest & Texas","hierarchyApplicability;regionId;districtId","Approved District 03 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B2","loc-73","73","true","Houston Galleria","Houston Galleria","true","Enclosed Mall","Enclosed Mall","false","","Applicable","Applicable","false","","region-west","false","","03","false","","0","2026-09-08T07:13:14.769Z","true","Northern California, Nevada, Northwest & Texas","Northern California, Nevada, Northwest & Texas","hierarchyApplicability;regionId;districtId","Approved District 03 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B2","loc-82","82","true","Victor Valley Mall","Victor Valley Mall","true","Enclosed Mall","Enclosed Mall","false","","Applicable","Applicable","false","","region-west","false","","02","true","1","1","2026-09-13T00:01:54.354Z","true","Inland Empire, San Diego & LA South","Inland Empire, San Diego & LA South","hierarchyApplicability;regionId;districtId","Approved District 02 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B2","loc-87","87","true","Lakewood Center","Lakewood Center","true","Enclosed Mall","Enclosed Mall","false","","Applicable","Applicable","false","","region-west","false","","02","false","","0","2026-09-08T07:13:14.770Z","true","Inland Empire, San Diego & LA South","Inland Empire, San Diego & LA South","hierarchyApplicability;regionId;districtId","Approved District 02 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B2","loc-91","91","true","Vintage Faire Mall","Vintage Faire Mall","true","Enclosed Mall","Enclosed Mall","false","","Applicable","Applicable","false","","region-west","false","","03","false","","0","2026-09-08T07:13:14.770Z","true","Northern California, Nevada, Northwest & Texas","Northern California, Nevada, Northwest & Texas","hierarchyApplicability;regionId;districtId","Approved District 03 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B2","loc-92","92","true","LV Flagship","LV Flagship","true","Strip Center / Shopping Center","Strip Center / Shopping Center","false","","Applicable","Applicable","false","","region-west","false","","03","false","","0","2026-09-08T07:13:14.770Z","true","Northern California, Nevada, Northwest & Texas","Northern California, Nevada, Northwest & Texas","hierarchyApplicability;regionId;districtId","Approved District 03 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B2","loc-95","95","true","SF Flagship S-100","SF Flagship S-100","true","Street / Standalone Location","Street / Standalone Location","false","","Applicable","Applicable","false","","region-west","false","","03","false","","0","2026-09-08T07:13:14.770Z","true","Northern California, Nevada, Northwest & Texas","Northern California, Nevada, Northwest & Texas","hierarchyApplicability;regionId;districtId","Approved District 03 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B2","loc-97","97","true","Hollywood","Hollywood","true","Street / Standalone Location","Street / Standalone Location","false","","Applicable","Applicable","false","","region-west","false","","01","false","","0","2026-09-08T07:13:14.770Z","true","Central & Southern California","Central & Southern California","hierarchyApplicability;regionId;districtId","Approved District 01 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B2","loc-98","98","true","Oakland","Oakland","true","Street / Standalone Location","Street / Standalone Location","false","","Applicable","Applicable","false","","region-west","false","","03","false","","0","2026-09-08T07:13:14.770Z","true","Northern California, Nevada, Northwest & Texas","Northern California, Nevada, Northwest & Texas","hierarchyApplicability;regionId;districtId","Approved District 03 roster","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
"B2","loc-86","86","false","","Returns Center","true","Other Company Location","Warehouse / Distribution Center","false","","Not Applicable","Not Applicable","false","","","false","","","false","","0","2026-09-08T07:13:14.770Z","true","Central & Southern California","Central & Southern California","hierarchyApplicability;name;type","Approved returns-center exception","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text. Legacy District is compatibility history, not canonical assignment."
"B2","loc-d4c2f939-bcd5-4263-bdc8-e7f293afe84a","001","true","Ecommerce","Ecommerce","true","Warehouse / Distribution Center","Warehouse / Distribution Center","false","","Not Applicable","Not Applicable","false","","","false","","","true","2","2","2026-09-13T10:56:45.638Z","false","","","hierarchyApplicability","Approved fulfillment-center exception","Preserve document ID, Store Number, lifecycle, contacts, People/leadership, hours, custom fields, and legacy District text."
